"SalePrice","BsmtFinSF1","GarageCars","YearBuilt","OpenPorchSF","WoodDeckSF","YearRemodAdd","HouseStyle","BsmtFinType2","Foundation","RoofStyle","Exterior1st","LandSlope"
131500,841,2,1965,0,0,1965,"1Story","Unf","PConc","Hip","Plywood","Gtl"
132500,1148,1,1959,0,0,1959,"1Story","Unf","CBlock","Hip","BrkFace","Gtl"
250580,0,2,2007,140,0,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
248900,0,3,2006,80,192,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
129000,932,2,1961,0,168,1961,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
236000,750,2,1993,90,156,1994,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
109500,0,1,1962,0,0,1962,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
200500,505,2,1998,77,0,1998,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
116000,0,2,1953,0,196,1996,"1Story","Unf","Other","Gable","Other","Gtl"
133000,375,1,1949,28,0,1950,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
66500,0,1,1941,0,26,1950,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
303477,64,2,2007,364,208,2007,"2Story","Unf","PConc","Gable","CemntBd","Gtl"
132250,633,2,1963,0,0,1963,"1Story","Unf","PConc","Gable","HdBoard","ModOrSev"
350000,1170,3,2004,0,184,2005,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
148000,899,2,1961,0,192,1995,"Other","Unf","CBlock","Gable","HdBoard","Gtl"
136500,646,1,1978,0,0,2005,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
157000,980,2,2005,49,0,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
118500,0,1,1912,188,0,1950,"Other","Unf","PConc","Gable","Wd Sdng","Gtl"
328900,1238,2,1999,65,97,2000,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
135500,0,1,1955,0,121,1955,"1.5Fin","Unf","PConc","Gable","MetalSd","Gtl"
268000,351,2,1970,207,81,1970,"1Story","Other","PConc","Other","Wd Sdng","ModOrSev"
122900,0,2,1949,0,0,2006,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
172500,226,2,1978,0,243,1978,"2Story","Other","CBlock","Hip","HdBoard","Gtl"
140000,400,2,1963,50,0,1963,"2Story","Unf","CBlock","Hip","HdBoard","Gtl"
106500,285,1,1936,28,0,1950,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
142953,0,2,1979,0,154,1979,"2Story","Other","Other","Gable","Plywood","Gtl"
611657,2188,3,2009,67,0,2010,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
135000,465,1,1961,0,0,1994,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
110000,322,1,1971,0,0,1971,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
153000,860,1,1957,0,0,2000,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
180000,0,2,2003,75,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
240000,0,3,2006,60,144,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
125500,599,1,1967,0,0,1967,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
128000,354,1,1954,0,0,1954,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
250000,223,1,1936,0,0,1987,"1.5Fin","Unf","CBlock","Gable","BrkFace","Gtl"
131000,301,2,1983,0,164,1983,"1Story","Other","CBlock","Gable","HdBoard","ModOrSev"
174000,0,2,2005,24,36,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
154300,443,2,1960,0,0,1960,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
143500,196,1,1977,0,173,1989,"1Story","Unf","CBlock","Gable","HdBoard","ModOrSev"
145000,284,3,1949,0,0,1950,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
135000,1059,1,1956,0,0,1956,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
238000,48,3,1991,192,72,1991,"2Story","Other","PConc","Gable","HdBoard","Gtl"
176500,528,2,1958,51,0,2002,"1Story","Other","CBlock","Hip","MetalSd","Gtl"
201000,814,2,1994,87,300,1994,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
169990,28,2,2005,0,100,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
193000,165,2,1993,69,0,1994,"1Story","Other","PConc","Gable","Plywood","Gtl"
207500,625,2,1980,131,384,1980,"1Story","Other","CBlock","Gable","Plywood","Gtl"
285000,0,3,2003,100,104,2004,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
236500,0,2,2001,151,202,2001,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
222000,0,2,1997,0,0,1997,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
201000,16,3,2007,18,100,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
117500,338,1,1965,0,0,1965,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
320000,0,3,2006,191,0,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
190000,20,2,2004,36,192,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
253000,341,2,2005,48,0,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
239799,464,3,2006,90,0,2006,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
244400,0,1,1940,0,56,1950,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
214000,772,2,1999,0,0,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
143000,0,2,1967,0,0,1967,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
124900,1088,2,1890,0,48,1996,"1.5Fin","Unf","BrkTil","Hip","VinylSd","Gtl"
143000,748,1,1959,0,86,1959,"SLvl","Other","CBlock","Gable","HdBoard","Gtl"
270000,1300,3,2002,252,0,2003,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
129000,398,2,1950,0,194,2002,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
119900,641,1,1965,0,421,1965,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
133900,660,1,1972,0,192,2003,"Other","Unf","CBlock","Gable","Other","Gtl"
172000,562,2,1969,189,305,1969,"2Story","Other","CBlock","Gable","HdBoard","ModOrSev"
145000,484,2,1946,0,0,1950,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
124000,285,2,1980,0,150,1980,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
132000,417,2,1962,0,0,1962,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
185000,699,2,2003,39,0,2003,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
272000,896,2,1977,282,550,1995,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
155000,556,2,1976,0,48,1976,"2Story","Unf","CBlock","Gable","Plywood","Gtl"
239000,0,2,2007,136,288,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
214900,624,2,2002,40,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
160000,428,1,1940,70,0,1950,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
135000,902,1,1955,0,0,1955,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
140000,513,1,1958,0,0,1958,"SLvl","Unf","CBlock","Hip","HdBoard","Gtl"
165000,641,2,2000,50,153,2000,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
110000,552,2,1954,0,0,1954,"1Story","Unf","CBlock","Gable","MetalSd","ModOrSev"
139000,651,2,1963,80,0,1963,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
178400,867,2,1961,76,144,2007,"Other","Unf","CBlock","Gable","CemntBd","Gtl"
336000,854,3,1998,0,250,1999,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
159895,0,2,2007,16,100,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
255900,0,2,2002,0,0,2002,"2Story","Unf","PConc","Gable","CemntBd","Gtl"
125000,1040,1,1950,48,0,1950,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
117000,0,1,1910,0,394,2003,"1.5Fin","Unf","CBlock","Hip","VinylSd","Gtl"
395192,1646,3,2009,95,168,2010,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
348000,1074,3,1997,70,0,1998,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
337500,1172,3,2006,48,216,2007,"1Story","Unf","PConc","Hip","CemntBd","Gtl"
121600,384,1,1946,57,0,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","ModOrSev"
136500,915,1,1961,319,0,1961,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
91000,0,1,1922,100,0,1950,"1Story","Unf","BrkTil","Hip","Wd Sdng","Gtl"
82000,0,2,1952,0,0,1952,"1Story","Other","Other","Other","Other","Gtl"
86000,0,1,1920,20,0,1950,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
136905,0,2,1976,0,0,1976,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
149900,595,1,1977,0,210,1977,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
163500,1237,2,1970,0,0,1970,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
88000,273,1,1970,0,238,1970,"2Story","Other","CBlock","Gable","CemntBd","Gtl"
240000,0,2,2004,48,100,2005,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
135000,0,1,1948,0,0,1950,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
165000,0,1,1923,0,96,1996,"2Story","Unf","PConc","Hip","Wd Sdng","Gtl"
85000,247,1,1910,30,0,2006,"1Story","Other","BrkTil","Hip","MetalSd","Gtl"
119200,336,1,1948,130,0,1950,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
227000,643,2,2001,45,0,2001,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
187500,1036,2,1984,0,63,1984,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
160000,0,2,1991,0,164,1992,"SLvl","Unf","PConc","Gable","HdBoard","Gtl"
176000,1024,2,2005,64,252,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
194000,684,2,2006,54,105,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
87000,324,1,1930,0,0,1950,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
191000,16,2,2005,20,156,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
287000,1165,2,1976,72,0,1976,"1Story","Other","CBlock","Hip","Other","Gtl"
112500,138,2,1972,0,96,1972,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
167500,697,2,1960,0,0,1960,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
293077,1513,3,2007,44,192,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
105000,368,1,1941,0,0,1950,"1.5Fin","Other","CBlock","Gable","Other","Gtl"
118000,317,1,1972,28,0,1972,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
197000,523,2,1920,63,136,1970,"Other","Unf","BrkTil","Gable","Wd Sdng","Gtl"
230000,986,3,2002,136,0,2002,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
119750,0,1,1938,0,0,1950,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
84000,0,1,1957,0,186,1957,"1Story","Other","Other","Gable","Wd Sdng","Gtl"
287000,0,2,2001,45,0,2002,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
155000,168,2,1957,0,0,2000,"1Story","Other","CBlock","Gable","Wd Sdng","Gtl"
173000,400,2,1966,40,0,2000,"2Story","Other","CBlock","Hip","HdBoard","Gtl"
196000,900,2,2005,63,170,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
278000,1104,2,1981,120,474,1981,"1Story","Unf","PConc","Hip","BrkFace","Gtl"
139600,0,2,1955,0,0,1955,"1Story","Other","Other","Hip","BrkFace","Gtl"
556581,240,3,2005,108,214,2006,"2Story","Unf","PConc","Hip","CemntBd","Gtl"
145000,686,2,1994,0,0,1995,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
115000,0,2,1960,0,0,2006,"1Story","Other","Other","Hip","HdBoard","Gtl"
84900,0,1,1946,0,0,2006,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
200141,0,2,2007,20,0,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
165000,442,2,1964,52,0,1978,"2Story","Unf","CBlock","Gable","VinylSd","Gtl"
144500,383,1,1957,78,116,2002,"1Story","Unf","CBlock","Hip","HdBoard","ModOrSev"
255000,932,2,2002,60,199,2002,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
180000,644,2,1976,0,0,1976,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
185850,659,2,2005,36,192,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
248000,595,2,1994,98,168,1994,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
335000,936,3,2008,102,0,2008,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
220000,297,2,1932,0,0,1950,"1.5Fin","Other","CBlock","Gable","MetalSd","ModOrSev"
213500,616,2,2001,0,0,2001,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
90000,0,2,1900,57,0,1950,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
328000,1201,2,1996,44,296,1997,"2Story","Unf","PConc","Gable","Wd Sdng","ModOrSev"
167900,674,2,1964,128,328,1964,"2Story","Other","CBlock","Gable","HdBoard","ModOrSev"
151400,837,2,1973,20,728,1973,"2Story","Unf","CBlock","Gable","CemntBd","Gtl"
135000,220,2,1949,0,0,2003,"Other","Unf","CBlock","Gable","MetalSd","Gtl"
135000,586,1,1956,20,0,1956,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
154000,298,2,1968,0,0,1968,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
159500,535,2,1977,0,252,1977,"2Story","Unf","CBlock","Hip","HdBoard","Gtl"
194000,0,3,2006,93,140,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
219500,410,1,1940,0,0,1984,"2Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
170000,626,2,1936,21,436,1989,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
138800,75,1,1969,32,240,1969,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
145000,656,2,1971,0,55,2004,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
133000,824,1,1963,0,0,1963,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
160000,553,1,1964,116,0,1964,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
187500,592,2,1995,44,315,1996,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
147000,747,2,1992,0,120,1992,"Other","Unf","PConc","Gable","HdBoard","Gtl"
83500,334,1,1973,96,120,1973,"2Story","Unf","CBlock","Gable","CemntBd","Gtl"
252000,0,3,2005,50,160,2006,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
137500,0,2,2004,40,0,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
92900,0,2,1950,0,0,1950,"1Story","Other","Other","Gable","BrkFace","Gtl"
160000,510,2,1999,48,0,2000,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
136500,423,2,1925,0,342,1950,"1.5Fin","Unf","PConc","Gable","MetalSd","Gtl"
146000,661,2,1965,64,0,1998,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
129000,248,1,1956,0,0,2000,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
170000,0,2,1986,74,0,1986,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
128000,672,1,1936,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
60000,290,1,1920,0,0,1950,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
119500,412,1,1971,0,0,1971,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
135000,588,1,1960,16,0,2002,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
325000,1032,2,1994,32,186,1995,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
179900,738,2,1990,244,0,1991,"1Story","Unf","PConc","Hip","HdBoard","Gtl"
274725,0,2,2006,100,0,2006,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
181000,0,2,2000,48,100,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
280000,1039,3,2004,185,125,2005,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
188000,219,2,1995,84,224,1996,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
205000,403,2,1976,69,0,1976,"2Story","Unf","CBlock","Hip","Plywood","Gtl"
129900,708,1,1957,0,0,1957,"1Story","Unf","CBlock","Gable","Other","Gtl"
134500,643,1,1953,18,0,2006,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
117000,415,1,1954,0,0,2000,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
184100,353,2,2002,0,120,2002,"SLvl","Unf","PConc","Hip","VinylSd","Gtl"
130000,702,2,1967,0,0,2003,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
140000,0,1,1958,34,280,1987,"SLvl","Unf","CBlock","Gable","MetalSd","Gtl"
133700,369,1,1959,0,140,1959,"1Story","Unf","CBlock","Gable","BrkFace","Gtl"
118400,0,1,1920,22,0,1950,"1Story","Unf","BrkTil","Gable","BrkFace","ModOrSev"
112000,0,1,1956,0,64,1956,"1Story","Unf","CBlock","Gable","Other","Gtl"
163900,0,2,1992,25,100,1992,"SLvl","Unf","PConc","Gable","HdBoard","Gtl"
115000,0,2,1955,0,0,1955,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
174000,0,3,2007,20,143,2007,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
259000,1300,3,2004,36,144,2004,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
140000,936,2,1980,0,49,1980,"Other","Unf","CBlock","Gable","MetalSd","Gtl"
135000,622,2,1928,44,431,1950,"1.5Fin","Unf","BrkTil","Gable","Other","Gtl"
117500,0,1,1880,48,0,1950,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
239500,584,2,1995,155,0,1995,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
169000,0,2,1997,38,100,1997,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
102000,0,1,1926,128,0,1950,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
119000,280,1,1950,0,0,1950,"1.5Fin","Unf","CBlock","Gable","VinylSd","Gtl"
144000,645,2,1920,0,0,1950,"1Story","Unf","BrkTil","Gable","Other","Gtl"
139000,852,2,1951,0,0,1951,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
424870,1150,3,2006,144,125,2007,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
80000,348,1,1941,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
149000,0,1,1928,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
180000,1258,2,1985,26,165,1985,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
174500,275,1,1941,0,0,1950,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
143000,624,2,1920,0,0,1988,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
230000,296,2,1956,0,0,2004,"1Story","Other","PConc","Gable","Other","Gtl"
120500,538,1,1930,0,0,2007,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
201800,454,2,1965,84,60,1988,"2Story","Unf","CBlock","Gable","VinylSd","Gtl"
218000,1157,2,1976,21,0,2004,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
230000,904,2,2007,62,172,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
235128,0,3,2007,24,0,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
146000,311,2,1978,0,26,1978,"2Story","Unf","CBlock","Gable","Plywood","Gtl"
224000,728,2,1954,0,108,2006,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
129000,492,2,1968,0,0,1968,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
108959,1198,2,1969,0,120,1969,"Other","Unf","CBlock","Gable","Plywood","Gtl"
194000,680,2,1978,180,168,1978,"SLvl","Other","PConc","Gable","Plywood","Gtl"
245350,0,3,2008,33,160,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
173000,786,2,2000,38,0,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
625000,1387,3,1995,76,361,1996,"2Story","Unf","PConc","Hip","HdBoard","Gtl"
171000,522,1,1977,0,203,1977,"SLvl","Unf","CBlock","Gable","Plywood","Gtl"
163000,662,2,1958,0,0,1958,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
171900,0,2,2006,54,0,2007,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
239000,503,2,1932,0,0,1950,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
285000,700,2,1992,33,0,2000,"1.5Fin","Unf","PConc","Hip","HdBoard","Gtl"
119500,658,1,1984,0,362,1985,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
115000,468,1,1926,0,0,2004,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
250000,1216,2,1990,0,0,1991,"2Story","Unf","Other","Gable","MetalSd","Gtl"
745000,2096,3,1996,78,171,1996,"2Story","Unf","PConc","Hip","Wd Sdng","Gtl"
120000,821,2,1920,0,229,1950,"1Story","Unf","BrkTil","Hip","Other","Gtl"
186700,1159,3,1963,263,0,1963,"1Story","Unf","CBlock","Hip","MetalSd","ModOrSev"
95000,440,2,1900,74,0,1970,"2Story","Unf","CBlock","Gable","HdBoard","ModOrSev"
262000,1456,3,1994,114,0,1995,"1Story","Unf","PConc","Gable","Other","Gtl"
195000,0,2,2002,68,144,2002,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
168000,1159,4,1961,0,439,1975,"1Story","Unf","CBlock","Gable","MetalSd","ModOrSev"
174000,0,2,1999,0,206,2000,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
165000,883,2,1999,304,0,1999,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
158000,371,1,1969,36,379,1969,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
176000,0,2,2005,24,100,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
178000,0,2,2001,0,356,2001,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
148000,547,2,1963,82,0,1979,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
117000,0,1,1925,0,0,1997,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
213000,0,2,2000,234,74,2001,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
153500,788,2,1975,88,0,1975,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
271900,485,3,1990,70,84,1991,"1Story","Other","CBlock","Hip","HdBoard","Gtl"
140000,504,2,1962,0,0,1980,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
189000,0,2,1992,104,635,1992,"2Story","Unf","PConc","Gable","Wd Sdng","Gtl"
164000,427,2,1988,12,325,2005,"1.5Fin","Unf","Other","Gable","Wd Sdng","ModOrSev"
113000,344,1,1941,113,0,1950,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
145000,648,1,1965,0,88,2001,"SLvl","Unf","CBlock","Gable","VinylSd","Gtl"
125000,180,1,1966,0,0,1966,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
112000,0,2,1978,0,0,1978,"1.5Fin","Other","Other","Gable","VinylSd","Gtl"
229456,936,2,2009,112,135,2009,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
115000,312,1,1964,0,0,1964,"1Story","Other","CBlock","Gable","Wd Sdng","Gtl"
134000,250,1,1968,63,0,1968,"1Story","Other","CBlock","Hip","HdBoard","Gtl"
143000,196,1,1949,0,0,1950,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
184000,724,2,2004,75,100,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
214000,0,3,2007,18,100,2007,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
127000,666,1,1960,0,0,1960,"SLvl","Unf","CBlock","Hip","BrkFace","Gtl"
101800,0,2,1962,0,0,1962,"1Story","Other","Other","Gable","HdBoard","Gtl"
138887,0,1,1914,40,203,1950,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
175500,0,2,2003,27,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
195000,0,2,2004,48,100,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
142500,0,2,2005,0,0,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
224900,550,2,2003,63,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
170000,885,2,1974,120,0,1974,"Other","Other","CBlock","Gable","Plywood","Gtl"
230000,0,2,1929,0,0,1950,"2Story","Unf","PConc","Gable","BrkFace","ModOrSev"
169900,539,3,1976,0,0,1976,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
129500,319,2,1917,0,0,1950,"Other","Unf","BrkTil","Gable","Other","Gtl"
119000,534,1,1950,80,0,1950,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
244000,1065,2,1968,0,0,1968,"1Story","Unf","CBlock","Hip","BrkFace","Gtl"
171750,0,2,2003,36,148,2003,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
130000,510,1,1968,0,33,1968,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
294000,125,2,1974,47,220,2003,"2Story","Other","CBlock","Gable","Wd Sdng","Gtl"
165400,0,2,2003,128,178,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
301500,1314,2,1994,36,262,1994,"1Story","Unf","PConc","Hip","HdBoard","Gtl"
190000,655,2,2005,0,212,2005,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
151000,602,2,1969,0,180,1969,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
181000,0,2,1999,103,0,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
128900,504,1,1956,0,0,1956,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
181000,266,2,1998,68,144,1999,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
378500,0,3,2008,76,144,2009,"1Story","Unf","PConc","Hip","Other","Gtl"
381000,192,3,1935,12,314,1997,"1.5Fin","Unf","CBlock","Gable","Other","ModOrSev"
144000,460,1,1958,0,0,1958,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
260000,1258,2,1979,0,268,1979,"1Story","Unf","PConc","Other","Plywood","ModOrSev"
185750,0,2,1968,0,0,1968,"1Story","Unf","CBlock","Hip","BrkFace","Gtl"
177000,719,1,1959,0,0,2006,"SLvl","Unf","CBlock","Gable","Plywood","Gtl"
139000,0,2,1910,0,242,2003,"1.5Fin","Unf","PConc","Gable","Wd Sdng","Gtl"
137000,220,2,1948,0,0,1950,"2Story","Unf","CBlock","Gable","Other","Gtl"
197900,528,2,1967,0,0,1976,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
68400,0,2,1920,0,30,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
227000,788,2,2002,72,0,2002,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
180000,1053,2,1990,58,0,1990,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
150500,532,2,1977,0,0,2008,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
132500,0,1,1939,0,45,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
143000,569,2,1963,26,0,1963,"1Story","Other","CBlock","Hip","HdBoard","Gtl"
